UID,Project Code,Account Manager,Client,Project Name,Opp Status,Status,Decision,Final Amount,Encoded Date,Date Received,Client Deadline,Remarks
"01cfb501-a36d-4628-a4ec-d9d7c86ae0f5","CMRP25080374","NSG","Hexafrost","Hexafrost Supply of Sumitomo VFD","OP30","Submitted","GO","60739.4","2025-08-05T16:00:00.000Z","2025-08-05T16:00:00.000Z","2025-08-05T16:00:00.000Z",""
"da21f21c-6f60-4bb2-9731-5acd2285f2ac","CMRP25070352","RTR","Unilab","UNILAB PCS7 Managed Contract","","Submitted","GO","","2025-08-05T16:00:00.000Z","2025-04-07T16:00:00.000Z","",""
"2795bfd7-3e24-47d2-9638-e9d0b729554d","CMRP25080371","RTR","Net Pacific Inc.","Netpac Caticlan Airport BMS","OP30","Submitted","GO","16057515.82","2025-08-04T16:00:00.000Z","","",""
"19057ef5-89b2-4e74-943f-ba080fb820d6","CMRP25080370","NSG","Advantage Concrete Industries Corporation","ACIC Supply of XLPE and Control Cables","OP100","Submitted","GO","109862.11","2025-08-04T16:00:00.000Z","2025-08-04T16:00:00.000Z","2025-08-04T16:00:00.000Z",""
"c5a1a283-1ff4-4a67-b74d-a08f34bdc2f4","CMRP25080386","CBD","Asia Affinity Property Management","AAI Digital Meter Iloilo RMT","OP30","Submitted","GO","2483294.29","2025-08-04T16:00:00.000Z","2025-08-04T16:00:00.000Z","2025-08-11T16:00:00.000Z",""
"3a575471-6d32-47a8-a706-749c3dd5e685","CMRP25080384","CBD","Asia Affinity Property Management","AAI Digital Meter Iloilo 2TP","OP30","Submitted","GO","3571414.26","2025-08-04T16:00:00.000Z","2025-08-04T16:00:00.000Z","2025-08-11T16:00:00.000Z",""
"ed50457d-ab31-46b5-83d5-11c23c762029","CMRP25080388","CBD","Asia Affinity Property Management","AAI Digital Meter Iloilo 2GC","OP30","Submitted","GO","1815351.61","2025-08-04T16:00:00.000Z","2025-08-04T16:00:00.000Z","2025-08-11T16:00:00.000Z",""
"0c369032-4761-43cb-8390-eb4794db4ea0","CMRP25070338","JMO","URC BCFG","URC CAL P1 P2 Power Monitoring","OP30","Submitted","GO","1197225.54","2025-08-04T16:00:00.000Z","2025-08-05T16:00:00.000Z","2025-08-05T16:00:00.000Z","F2F or Virtual Mtg requested by proponent Sir Elmer dela Cruz"
"c63f9817-aad8-4a14-a717-c0250a689245","CMRP25080389","CBD","Asia Affinity Property Management","AAI Digital Meter Iloilo FW1B","OP30","Submitted","GO","2678464.58","2025-08-04T16:00:00.000Z","2025-08-04T16:00:00.000Z","2025-08-11T16:00:00.000Z",""
"1700f21d-3c96-4573-90a2-32da7291d7fd","CMRP25080383","CBD","Asia Affinity Property Management","AAI Digital Meter Iloilo 1TP","OP30","Submitted","GO","3571414.26","2025-08-04T16:00:00.000Z","2025-08-04T16:00:00.000Z","2025-08-11T16:00:00.000Z",""
"1f097695-a718-4a0d-a73b-e09ee20e3586","CMRP25080385","CBD","Asia Affinity Property Management","AAI Digital Meter Iloilo 3TP","OP30","Submitted","GO","2677172.68","2025-08-04T16:00:00.000Z","2025-08-04T16:00:00.000Z","2025-08-11T16:00:00.000Z",""
"1332468a-7876-4ea8-9ae5-fe356c4871c9","CMRP25080387","CBD","Asia Affinity Property Management","AAI Digital Meter Iloilo 1GC","OP30","Submitted","GO","1815351.61","2025-08-04T16:00:00.000Z","2025-08-04T16:00:00.000Z","2025-08-11T16:00:00.000Z",""
"5754346d-4173-47fc-8562-3d511063d52e","CMRP","JMO","AG&P","S&I Fire and Gas System (Darrow Blue Energy H2 Pkg 3)","","No Decision Yet","DECLINE","","2025-08-03T16:00:00.000Z","2025-08-03T16:00:00.000Z","2025-08-07T16:00:00.000Z","04Aug RFQ by David D. Cailer, Sr, Buyer AG&P; DAHUA Nothing to offer"
"54940ea8-a136-4193-9ffc-52016b5fa1f9","CMRP25080365","NSG","Holcim Philippines, Inc.","Holcim Supply of Siemens Power Module","OP30","Submitted","GO","4697961.96","2025-08-03T16:00:00.000Z","2025-08-03T16:00:00.000Z","2025-08-07T16:00:00.000Z",""
"ab49a36a-4bec-4e25-856d-645ac7d0f1d4","CMRP25080376","CBD","ACEN","Islasol La Carlota SCADA Repair","OP30","For Revision","GO","5998218.15","2025-08-03T16:00:00.000Z","2025-08-03T16:00:00.000Z","2025-09-16T16:00:00.000Z","From SCADA upgrade to repair"
"a1ab9780-2d4a-4a44-9392-425df0c69b4f","CMRP25080373","JMO","URC BCFG","URC Malvar_Electrical Works for PRL Line","OP30","Submitted","GO","10111300","2025-08-03T16:00:00.000Z","2025-08-03T16:00:00.000Z","2025-08-19T16:00:00.000Z","04Aug RFQ by Sir Levi: 05Aug 10am site Pre-Bid; 18Aug Final BoM recvd from Sir Levi: 27Aug Budgetary"
"321cc0a6-6c79-47e5-92a1-2d5543a04786","CMRP","JMO","URC BCFG","CPX25-Upgrade & Configure Cross Feeder (PDS) System of Schaaf","","","DECLINE","","2025-08-03T16:00:00.000Z","2025-08-03T16:00:00.000Z","","04Aug RFQ by Sir Norman: Declined by JEB; Uncompetitive for Cebu-based Elec'l Contractor (Jonatech)"
"b5a2d6d9-ab47-4d66-b52e-63e6df89b5b9","","JMO","URC SURE LC","La Carlota_Install,Deluge System (Fire Protection) for AHA Bulk Tank.","","","DECLINE","","2025-07-31T16:00:00.000Z","2025-07-31T16:00:00.000Z","2025-08-07T16:00:00.000Z","01-Aug RFQ by Cristina Go; declined more on mechanical"
"5f90209a-a0a0-46ae-8b6d-1ef8501a5a79","","JMO","Maynilad","S&I Pressure Switch & Gauge for Hydraulic System of Basin Scrapers","","","DECLINE","","2025-07-29T16:00:00.000Z","2025-07-29T16:00:00.000Z","2025-07-30T16:00:00.000Z","31July LOI Invite not responded; more on mechanical"
"98c0c9b1-ac91-454a-b31b-cb2781dc6526","CMRP25070357","CBD","Splash Corporation","Capseal Machine PLC Upgrade","OP30","Submitted","GO","216312.23","2025-07-29T16:00:00.000Z","2025-07-27T16:00:00.000Z","",""
"f25ba097-6db4-4dcf-ad42-c10d6e98867c","CMRP25070355","CBD","Splash Corporation","Capseal Machine Servo Drive and Motor","OP30","Submitted","GO","99900","2025-07-29T16:00:00.000Z","2025-07-27T16:00:00.000Z","",""
"abf215da-b45f-4f34-99d6-4501954a4e55","CMRP25080375","CBD","Megaworld","Captiol Town Chimney Cafe EE Works","OP60","For Approval","GO","2670353.76","2025-07-29T16:00:00.000Z","2025-07-29T16:00:00.000Z","2025-08-10T16:00:00.000Z",""
"bbab0e7b-6d60-48d2-9ba8-d1754b40d45d","CMRP25070320","CBD","Airmix ECI","MRT7 Station 8 ACS","OP30","Submitted","GO","8196599.78","2025-07-28T16:00:00.000Z","2025-07-13T16:00:00.000Z","2025-07-27T16:00:00.000Z","Ongoing review stage by SMC"
"50b3abe5-8fae-4631-a440-a782587939e3","CMRP25080363","RTR","Net Pacific Inc.","NPI OAA Hotel BMS","","On-Going","GO","","2025-07-28T16:00:00.000Z","2025-07-22T16:00:00.000Z","2025-08-07T16:00:00.000Z",""
"24bd7c21-e0fe-4f90-b8a8-a0ad4b248507","","RTR","","LGE North-South Commuter Railway Project S-07 BMS","","Not Yet Started","GO","","2025-07-24T16:00:00.000Z","2025-07-20T16:00:00.000Z","",""
"caa5924e-5bbb-4558-8ef0-583cd1343fca","","LOS","ACIC","ACIC Supply of Materials for Aggregates Crusher","OP30","Submitted","GO","109862.11","2025-07-23T16:00:00.000Z","2025-07-23T16:00:00.000Z","2025-07-25T16:00:00.000Z",""
"0f26db06-ee5c-43b7-bef7-fd2eb5bb9117","CMRP25070358","CBD","Applied Thermal Technology Solution Corporation","Contempo Chiller DDC and Panel","OP30","Submitted","GO","759780","2025-07-22T16:00:00.000Z","2025-07-22T16:00:00.000Z","","Sep9 (as is the last offer)"
"d1962468-dd00-4b19-861b-76ce038828c0","CMRP25070341","LOS","DD Tower Plaza","Supply of Manual Control Panel","OP30","Submitted","GO","349999.97","2025-07-22T16:00:00.000Z","2025-07-22T16:00:00.000Z","2025-07-23T16:00:00.000Z",""
"1ef94c75-8a42-4eeb-b313-34d627c48bdc","CMRP25070342","NSG","URC SURE LC","URC Sure LC Supply of Circuit Breakers","OP30","Submitted","GO","210570.05","2025-07-21T16:00:00.000Z","2025-07-21T16:00:00.000Z","","22-Jul RFQ by Ching; 24July quoted by Via"
"c004a9fe-33ab-4082-a5da-af89857ad07d","CMRP25070339","LOS","NCC","NCC Clinker Transport Feeding Migration Project Phase 1","OP60","Submitted","GO","1497526.62","2025-07-21T16:00:00.000Z","2025-07-21T16:00:00.000Z","2025-07-24T16:00:00.000Z",""
"7117648b-9fba-4cec-add3-a0f47c6d9c9e","CMRP25070343","JMO","WHITEPORT","S&I-9 DAHUA Standing Digital Signage @ House of Rep. Annex","OP30","Submitted","GO","1948851.7","2025-07-21T16:00:00.000Z","2025-07-21T16:00:00.000Z","2025-07-23T16:00:00.000Z","22-Jul RFQ by PJ Thomas; quoted by DAHUA; 01Aug For Technical approval;
09Sep Still budgetary per Sir PJ Thomas"
"b79e1031-e3f7-4a97-a80c-4c05ce8a5249","CMRP","JMO","URC BCFG","URC Cal 2_ Transformer Oil Leak Degassification (PR 1300001672 )","","","DECLINE","","2025-07-21T16:00:00.000Z","2025-07-21T16:00:00.000Z","2025-07-29T16:00:00.000Z","22-Jul RFQ by Jenn Cantaco; declined by RUA"
"290f0a33-7224-4493-a3e0-3ea31f0f99ce","CMRP","JMO","URC SURE","SURE Balayan_PM Fire Suppression @ Power House (PR 1200018439)","","","DECLINE","","2025-07-20T16:00:00.000Z","2025-07-20T16:00:00.000Z","","21-Jul RFQ by Cristina Go; declined by JEB"
"5bdb2ff7-29db-4b15-b9ce-3a5143a6d539","CMRP24100444","CBD","Rhodium 688 Builders, Inc","MRT7 Station 5 VO","OP100","Submitted","GO","705994.21","2025-07-20T16:00:00.000Z","2025-07-09T16:00:00.000Z","2025-07-20T16:00:00.000Z","Aug26 (DP)"
"3e8b74cb-8678-4b2c-9d5b-59cf593a3c4d","CMRP","JMO","URC SURE","SURE Balayan_PM Fire Suppression @ ISD Central Rm (PR 12000145099)","","","DECLINE","","2025-07-20T16:00:00.000Z","2025-07-20T16:00:00.000Z","","21-Jul RFQ by Cristina Go; declined by JEB"
"190abb73-83d6-477f-b71f-3460ff4168e0","CMRP24100443","CBD","Rhodium 688 Builders, Inc","MRT7 Station 4 VO","OP100","Submitted","GO","811917.11","2025-07-20T16:00:00.000Z","2025-07-09T16:00:00.000Z","2025-07-20T16:00:00.000Z","Aug26 (DP)"
"da8d7ee1-1372-4588-9600-a6fbe1d4aaf4","CMRP","JMO","URC SURE","SURE Balayan_PM Fire Suppression @ Boiler Cntrl. Rm. (PR 12000145098)","","","DECLINE","","2025-07-20T16:00:00.000Z","2025-07-20T16:00:00.000Z","","21-Jul RFQ by Cristina Go; declined by JEB"
"bc1a0925-a7ab-4589-b45e-d10db84009ec","CMRP25050216","CBD","Hyblaze Engineeing Services","Supply of ACB & MCCB","OP30","Submitted","GO","675216.21","2025-07-17T16:00:00.000Z","2025-05-08T16:00:00.000Z","",""
"42f5af5d-52d9-4ac6-a07c-b3a9900e226d","CMRP","JMO","URC BCFG","URC GIGA Tower Electrical Fit-Out","LOST","Submitted","GO","6507600","2025-07-16T16:00:00.000Z","2025-08-24T16:00:00.000Z","2025-08-25T16:00:00.000Z","18Jul Pre-Bid by Ian: 30Jul Budgetary: 19Aug Final BoM received after 18Aug F2F Technical Clarifications, BAFO for 26Aug submission SSW and award for 30-45 days execution;
SSW offer lost to T&D"
"ab304f7c-b7ac-45f5-bce7-24dd40eaa775","CMRP25060301","RTR","True Temp Corporation","TTC Linden Suites BMS","OP100","Submitted","GO","1410714.29","2025-07-15T16:00:00.000Z","","",""
"92864d50-e353-4a14-8c56-de12aabb8e44","","RTR","","Petron Pandacan PROFISAFE Module Configuration Service","OP60","Submitted","GO","33796.05","2025-07-15T16:00:00.000Z","2025-07-15T16:00:00.000Z","2025-07-16T16:00:00.000Z",""
"a0fab4e1-206e-4dff-a7d1-0b8a0ea5d0f1","","CBD","DMCI","Marquee Mall Expansion","","","DECLINE","","2025-07-15T16:00:00.000Z","","",""
"09047337-caa4-4079-bc35-554cec421e5e","","TJC","True Temp Corporation","FDAS Supply and Installation","Inactive","On-Going","","","2025-07-15T16:00:00.000Z","","",""
"7dcda8ae-c19e-4566-b22e-018938f7ee80","CMRP","JMO","URC BCFG","URC Cav_MNT : Additional Cavite Plant FDAS (PR 1200018724)","","","DECLINE","445203.57","2025-07-15T16:00:00.000Z","2025-07-15T16:00:00.000Z","2025-07-27T16:00:00.000Z","21-July Site Visit No Existing FDAS Plan;
28July offer lost to Megamaster (441k)"
"1673fe5a-bcd0-42b4-911e-d9fbfa3f09c6","","RTR","True Temp Corporation","TTC Supply of VFD","OP100","Submitted","GO","401785.71","2025-07-15T16:00:00.000Z","","",""
"46cb9960-528e-48fe-9903-6215ab2716b1","CMRP25070327","LOS","","LBI RCS Plaridel Automation","OP30","Submitted","GO","6495000.00","2025-07-14T16:00:00.000Z","","",""
"f34ea31e-badc-4f40-83ef-948c0be9bd6d","CMRP25060379","JMO","URC BCFG","URC SP-2_S&I Power Meters @ Logistics/Creamall & Coffee","OP30","Submitted","GO","341482.89","2025-07-14T16:00:00.000Z","2025-07-14T16:00:00.000Z","2025-07-27T16:00:00.000Z","RFQ by Sir Norman, 21July Assess w/ CBG;
15Aug Budgetary"
"14b13708-9a79-4b43-9857-d210db35d2a5","CMRP25070354","JMO","URC BCFG","URC Cal-1_Replace 1250A Circuit Breaker For Soft Starter on AF6","LOST","Submitted","GO","300000","2025-07-14T16:00:00.000Z","2025-07-14T16:00:00.000Z","2025-07-27T16:00:00.000Z","15July RFQ by Norman; 24July assess by JEB; 01-Aug Budgetary: 08Sep Awarded to other Contractor acc to Sir Norman"
"50d30733-d905-4607-a399-244386182f0c","CMRP5070349","JMO","URC BCFG","URC Cav_Candies : PPM2A ECB Panel Supply & Installation","OP100","Submitted","GO","280000","2025-07-14T16:00:00.000Z","2025-07-14T16:00:00.000Z","2025-07-23T16:00:00.000Z","21July Assess w/ CBG; 25July offer w/n budget;
30Aug Buyer requested for BAFO:
30Aug PO 0400188676 DUE 01OCT"
"2027e084-91f8-44dd-a9be-92083e42ac99","CMRP","JMO","URC BCFG","URC SP-1 _ Installation Smoke Control Project Phase 1","","","DECLINE","","2025-07-14T16:00:00.000Z","2025-07-14T16:00:00.000Z","","15July RFQ by Jhun; 16July 10am Site Pre-Bid c/o Ver Louie Patron"
"d7130fd0-0111-46e9-bcff-32b23f92ed11","","CBD","St. Luke's","BGC Power Supply and MTS for MVSG","","","DECLINE","","2025-07-14T16:00:00.000Z","2025-07-14T16:00:00.000Z","",""
"2a6bcc81-f00a-4618-809e-1b049f95feb9","CMRP25070322","NSG","Difsys","Difsys Supply of Smoke Detector","OP30","Submitted","GO","2895.13","2025-07-13T16:00:00.000Z","2025-07-10T16:00:00.000Z","",""
"7fad5068-5691-4c81-b0d5-ac770ff18c82","CMRP25080359","CBD","Asia Affinity Property Management","ECommerce CCTV","Inactive","Submitted","GO","988524.61","2025-07-13T16:00:00.000Z","2025-07-13T16:00:00.000Z","",""
"29577903-74b8-46c8-846f-ade18867105b","CMRP25070332B","JMO","URC SURE","SURE LC Dist_Supply, Install, Configure 1 PC ACB ABB (PR1200015317)","OP30","For Revision","GO","1044430.67","2025-07-11T16:00:00.000Z","2025-07-11T16:00:00.000Z","2025-07-18T16:00:00.000Z","18July ABB ACB by DCPI; for revision given SoW & 2 days site install'n"
"b4da839d-31fc-4bbd-b5c3-b8b512e20736","CMRP25070332A","JMO","URC SURE","SURE LC Dist_Supply, Install, Configure 1 PC ACB Siemens (PR1200015317)","OP30","For Revision","GO","1222501.08","2025-07-11T16:00:00.000Z","2025-07-11T16:00:00.000Z","2025-07-18T16:00:00.000Z","18Jul Siemens ACB by Mtech; for revision given SoW & 2 days site install'n"
"2b2bf688-f597-408d-b2ee-2b8242c7d07c","CMRP25070346","JMO","URC BCFG","NURC Cav_Replace & Upgrade Panel & Breaker","OP30","Submitted","GO","951500","2025-07-10T16:00:00.000Z","2025-07-10T16:00:00.000Z","2025-07-27T16:00:00.000Z","RFQ by Jimbo, 21July Assess w/ CBG; 01Aug Budgetary"
"90674fc8-d19a-4b29-b26d-7d826373b27e","","CBD","Megaworld","IBEL Walkthrough and CCTV","","","DECLINE","","2025-07-10T16:00:00.000Z","2025-07-09T16:00:00.000Z","",""
"136f1ea7-1df2-4530-8a6d-16824cb724ec","","CBD","Asia Affinity Property Management","10 West Campus Light Sensors, Alarm, ACS","","","DECLINE","","2025-07-10T16:00:00.000Z","2025-07-09T16:00:00.000Z","",""
"9515b7b3-1087-41bc-b3b1-ebb7fc74b254","","CBD","Asia Affinity Property Management","Fintech Tower 1 and 2 ACS","","","DECLINE","","2025-07-10T16:00:00.000Z","2025-07-09T16:00:00.000Z","",""
"ba4bf0a9-abc2-4970-8dd0-5026760d59f7","CMRP25070309A","JMO","URC AIG","URC AIG Pasig_Rectification of Auxiliary at Concrete Silo at UCP (Option 2)","OP30","Submitted","GO","802381.78","2025-07-09T16:00:00.000Z","2025-07-09T16:00:00.000Z","2025-07-21T16:00:00.000Z","10July Pre-Bid; 14July Ian assess: 22July Budgetary (Option 2); 04Aug for clarification"
"55a54d34-613f-4b36-963f-0c9472b9a136","CMRP25070309","JMO","URC AIG","URC AIG Pasig_Rectification of Auxiliary at Concrete Silo at UCP (Option 1)","OP30","Submitted","GO","530475","2025-07-09T16:00:00.000Z","2025-07-09T16:00:00.000Z","2025-07-10T16:00:00.000Z","10July Pre-Bid; 14July Ian assess: 22July Budgetary (Option 1); 04Aug for clarification"
"749eb177-190c-4bc0-8af0-e4ae7b082d04","CMRP25070347","JMO","URC BCFG","URC Cav_ Bakery_Candies Lighting Rehabilitation (PR 1200018253)","OP60","Submitted","GO","475000","2025-07-07T16:00:00.000Z","2025-07-24T16:00:00.000Z","2025-07-25T16:00:00.000Z","22July Ocular w/ Ian; rev01 BAFO for 470k Budget;rev01 BAFO for 470k Budget; 
19Aug PR transferred from Sir Norman to mam Laiza;
08Sep Pending per Sir Norman"
"93cdeb42-85b1-4734-a32b-2f1b94cdef96","CMRP25070350","JMO","URC BCFG","URC Cav_ Bakery_MNT MDP220 Feeder Line MCB (PR 1200018688)","LOST","Submitted","GO","445203.57","2025-07-07T16:00:00.000Z","2025-07-07T16:00:00.000Z","2025-07-24T16:00:00.000Z","21July Assessed w/ CBG; 28July Budgetary: 28July offer lost to Megamaster (441k)"
"b27af5b2-e2ef-4164-ac90-f8b9dbaa76b0","CMRP25070344","JMO","URC BCFG","URC Cav_Admin: CCTV Power Panel Installation (PR 1200018256)","OP100","Submitted","GO","398700","2025-07-07T16:00:00.000Z","2025-07-07T16:00:00.000Z","2025-07-23T16:00:00.000Z","21July ocular w/ CBG; 24July BAFO offer (400k budget) 
PO 400181263 24-July-2025; Due 15-Oct"
"fcc53900-fc51-4a9d-871c-a43908876ebd","CMRP25070348","JMO","URC BCFG","URC Cav_ Choco Lighting Rehabilitation (PR 1200018252)","OP60","Submitted","GO","475000","2025-07-07T16:00:00.000Z","2025-07-24T16:00:00.000Z","2025-07-25T16:00:00.000Z","21July ocular w/ CBG; 24July BAFO offer (400k budget); 19Aug PR transferred from Sir Norman to mam Laiza:
08Sep Pending per Sir Norman"
"3d25e81a-a960-4f97-ac16-e068a765e888","CMRP","JMO","URC BCFG","URC Cal 1 - Electrical Works Replacement of Various Power Equipments","","","DECLINE","","2025-07-06T16:00:00.000Z","2025-07-06T16:00:00.000Z","","07July RFQ by Levi, 08July JEB Advise need subcon"
"7cfc5940-dedb-40ea-b594-6bcf1afe1a55","CMRP25070323","NSG","URC","URC PASI Supply of Siemens Transmitters","OP30","Submitted","GO","348029","2025-07-06T16:00:00.000Z","2025-07-06T16:00:00.000Z","2025-07-13T16:00:00.000Z",""
"abffd353-8419-4f72-a6eb-a6c7505a3ef1","CMRP25080393","RTR","Marriott","Marriott Sheraton BMS for AHU","OP30","Submitted","GO","6499937.21","2025-07-06T16:00:00.000Z","2025-07-06T16:00:00.000Z","2025-08-14T16:00:00.000Z","FOr site visit July15"
"ce3db69d-50bd-4ec5-a495-2d551e7d2824","","CBD","Megaworld","Uptown East Gate Electrical Works","","","DECLINE","","2025-07-06T16:00:00.000Z","2025-07-06T16:00:00.000Z","",""
"5ef33bba-fb54-464b-ab64-2cb32320df6f","","CBD","SMC","MRT7 Station 12 Grounding Terminal","","","DECLINE","","2025-07-06T16:00:00.000Z","2025-07-06T16:00:00.000Z","",""
"7032e2d3-8294-4664-9db6-6eaf2afa9764","CMRP25070334","CBD","Megaworld","NGC Walkthrough Metal Detector","LOST","Submitted","GO","578195.59","2025-07-06T16:00:00.000Z","2025-07-06T16:00:00.000Z","2025-07-17T16:00:00.000Z","450K VatIn lowest"
"18552b37-1d15-4255-ba02-2ccfe5d72fe8","CMRP","JMO","URC SURE","SURE LC_Annual PM HMI LCD Siemens at WTP (PR_1000141558)","","","DECLINE","","2025-07-05T16:00:00.000Z","2025-07-05T16:00:00.000Z","2025-07-12T16:00:00.000Z","06July RFQ by Ching, Declined per Via"
"98a437d4-a8bf-4650-8ab5-96ea792c8a98","CMRP","JMO","URC SURE","SURE LC_Electrical Grounding test for all Power Substations (PR#1000141558","","","DECLINE","","2025-07-04T16:00:00.000Z","2025-07-04T16:00:00.000Z","2025-07-11T16:00:00.000Z","Need subcon for Electrical Grounding"
"60029120-c75b-4103-be6d-15f864fa9b96","","RTR","AB ellite","NPI AB ellite Smoke Detector Supply and Interfacing","","","DECLINE","","2025-07-03T16:00:00.000Z","2025-07-03T16:00:00.000Z","","no response from client"
"961ee4c6-6392-4131-a2d9-c4b44390dd9e","CMRP","JMO","URC BCFG","URC Cal 1_ PM of Distribution Line Insulators and LBS (PR 1000156333)","","","DECLINE","","2025-07-03T16:00:00.000Z","2025-07-03T16:00:00.000Z","2025-07-09T16:00:00.000Z","HV LBS not within CMR capacity yet per JEB"
"1bd2b464-ca21-4fa2-b709-b0f1faab37a8","CMRP","JMO","AG&P","CCTV & PAGA Systems @ Petron Navotas Terminal Expansion Proj. Phase1 (E-2025-030)","","On-Going","GO","","2025-07-03T16:00:00.000Z","2025-07-03T16:00:00.000Z","","04July RFQ by Chris Matibag; pending DAHUA offer on 08July RFQ"
"387ce2a4-5818-4d89-8e39-57e3123e871e","CMRP","JMO","URC BCFG","URC Pam 2_Restoration of WTP UV Lamp (PR 1200018679 )","","","DECLINE","","2025-07-03T16:00:00.000Z","2025-07-03T16:00:00.000Z","","04July RFQ Norman: 04July Site assess by Ian; Not CMRP forte"
"d6913d0d-5d3f-4b8c-9c41-e2b961ca069b","CMRP25070331","LOS","NCC","NCC FDAS Installation Services for Managers Quarters","OP60","Submitted","GO","1496945.72","2025-07-03T16:00:00.000Z","2025-07-03T16:00:00.000Z","2025-07-17T16:00:00.000Z","no quote from difsys"
"9cbd2363-45b5-48fa-a873-05f208b9a3a4","CMRP25070319","RTR","","Netpac New Pasig City Hall BMS","OP30","Submitted","GO","25391288.12","2025-07-03T16:00:00.000Z","","",""
"45352ec3-7781-4335-9a7e-143b31a2543c","CMRP","JMO","URC BCFG","URC Pam 2_Restoration of WTP UV Lamp (PR 1200018415)","","","DECLINE","","2025-07-02T16:00:00.000Z","2025-07-02T16:00:00.000Z","","02July RFQ: 04July Site assess by Ian; Not CMRP forte"
"d727b969-243c-4948-95d7-f2b72530c4e2","","RTR","The Sentinel Automation and Security Solutions Inc.","The Sentinels Automation SCADA Requirement","","No Decision Yet","PENDING","","2025-07-02T16:00:00.000Z","2025-07-02T16:00:00.000Z","",""
"d5045088-9953-4552-aed9-5b00ae824820","CMRP25050242","RTR","Yokogawa Philippines","Yokogawa AVEVA PI Systems Annual Sub","","Submitted","GO","","2025-07-02T16:00:00.000Z","2025-05-19T16:00:00.000Z","",""
"746e782a-5801-4004-8cd2-18593681cf4e","CMRP25070315","NSG","Sheraton","Sheraton ABB VFD Supply","OP60","Submitted","GO","79414.09","2025-07-02T16:00:00.000Z","2025-07-02T16:00:00.000Z","2025-07-02T16:00:00.000Z",""
"6f36c52c-bde3-401b-9f0b-2f7bbb382a5c","CMRP25070312","RTR","SN Aboitiz Power Group","SN Aboitiz Power Project Genesis: Digital Twin","","","DECLINE","","2025-07-01T16:00:00.000Z","2025-06-29T16:00:00.000Z","2025-07-09T16:00:00.000Z",""
"31efce88-ee1e-419c-b7b9-108dc41deb1b","CMRP25070313","RTR","Aboitiz","Aboitz EAUC Replacement of Powermeters, Installation of RTU, GMIS SCADA Integration","","","DECLINE","","2025-07-01T16:00:00.000Z","2025-06-30T16:00:00.000Z","2025-07-09T16:00:00.000Z",""
"6f2459c9-a07f-4a39-91e6-70e8b9b3c5f5","CMRP25070318","ISP","FAS","Teknologix FAS Machine monitoring app","OP60","Submitted","GO","3240000.00","2025-07-01T16:00:00.000Z","2025-07-03T16:00:00.000Z","",""
"42baa794-1083-4a56-89f3-3cd70005bbb3","CMRP25070311","LOS","Advantage Concrete Industries Corporation","ACIC Calatagan MV, LV and Instrumentation Materials","OP60","Submitted","GO","146502973.32","2025-07-01T16:00:00.000Z","2025-06-30T16:00:00.000Z","2025-07-08T16:00:00.000Z","Waiting for supplier's quotations"
"d767dd90-a70e-40c8-805f-8f2a59e69cbc","CMRP25070324","JMO","URC BCFG","URC Pam 2_-Install MVSG @ Coffee Plant Substation (PR 1200018442)","LOST","Submitted","GO","5419491.96","2025-07-01T16:00:00.000Z","2025-08-21T16:00:00.000Z","2025-08-23T16:00:00.000Z","04July Assess by Ian: 
14July budgetary beyond 3.5M budget: 
24Aug BAFO For 27Aug SSW;
08Sep SSW lost to Megamaster (2.8M only)"
"5844d962-50d3-423f-bd4e-d35367cc6fd9","CMRP25070306","NSG","Advantage Concrete Industries Corporation","ACIC Supply of Pilot Lights","OP30","Submitted","GO","5900.08","2025-06-30T16:00:00.000Z","2025-06-30T16:00:00.000Z","2025-06-30T16:00:00.000Z",""
"6643e3d9-7d58-4119-b242-a1ee662acd57","CMRP25080378","JMO","URC BCFG","URC Cal 1_Structural Analysis & Integrity Certification","OP90","Submitted","GO","175000","2025-06-30T16:00:00.000Z","2025-06-30T16:00:00.000Z","2025-07-06T16:00:00.000Z","01July Added by Sir Jerick pending As-Built Plans; 07Aug Discussed & PRd by Sir Elgin; 22Aug Justification on approval; 
29Aug PR 1000161837 for PO approval"
"6f14c946-2a84-4291-9ddf-f4cc1980834a","CMRP","JMO","URC SURE","SURE LC Distillery_PLC Upgrade/Programming (PR 1200017759 )","","Submitted","Pending","477388.13","2025-06-30T16:00:00.000Z","2025-06-30T16:00:00.000Z","2025-07-06T16:00:00.000Z","01July RFQ; pending end-user response to RJ's RFI"
"98ee19a3-08b2-4516-917d-e1d6bf2cbb34","CMRP25070307","RTR","ULSSI","ULSSI Finetuning Services","OP60","Submitted","GO","13475.03","2025-06-30T16:00:00.000Z","2025-06-12T16:00:00.000Z","2025-06-30T16:00:00.000Z",""
"0b7b75d9-ffc2-4263-94aa-01740268bc43","CMRP25070305","NSG","URC SURE","URC LC DIS Supply of Dell Precision Set","OP30","Submitted","GO","174234.16","2025-06-30T16:00:00.000Z","2025-06-30T16:00:00.000Z","2025-07-03T16:00:00.000Z",""
"7923f373-808f-4fa4-ac9f-68c020db3224","CMRP25070313","RTR","Amherst Parenterals","Amherst Modification of PLC program for Shinva Pulse Vacuum Sterilizer","OP100","Submitted","GO","129599.99","2025-06-30T16:00:00.000Z","2025-06-30T16:00:00.000Z","",""
